name,classification,actor,director,score,year
西部世界 第一季 Westworld Season 1,"科幻,西部","埃文·蕾切尔·伍德,安东尼·霍普金斯,艾德·哈里斯,坦迪·牛顿,杰弗里·怀特,吉米·辛普森,詹姆斯·麦斯登,本·巴恩斯,英格丽德·波尔索·贝达尔,卢克·海姆斯沃斯,西瑟·巴比特·科努德森,安吉拉·萨拉弗安,珊农·沃德华德,西蒙·夸特曼,小克利夫顿·克林斯,罗德里格·桑托罗,奥利弗·贝尔,莱昂纳多·吴,雅姆·朗德里·埃贝尔,路易斯·赫特哈姆,杰弗里·丹尼尔·菲利普斯,泰莎·汤普森,米兰达·奥图,库里·格拉汉姆,凯尔·柏海莫,凯姬·迈克拉瑞,奥利维亚·梅,杰姬·摩尔,妲露拉·莱莉,史蒂文·奥格,罗比·史密斯,乔什·克拉克,梅森·麦卡利,布兰登·冯·弗利特,莉娜·乔格斯,吉米·索瑞茜莉","乔纳森·诺兰,强尼·坎贝尔,理查德·J·刘易斯,米歇尔·麦克拉伦,尼尔·马歇尔,文森佐·纳塔利,弗雷德·托耶,斯蒂芬·威廉姆斯",8.9,2016
大西洋：地球最狂野的海洋 Atlantic: The Wildest Ocean on Earth,纪录片,,"Dan Rees,Andrew Murray",8.9,2015
嫌疑犯是8个人气艺人 容疑者は8人の人気芸人,,"宫迫博之,博多大吉,設楽統,升野英知,伊達みきお,德井义实,いとうあさこ,若林正恭,日村勇纪,木南晴夏,カンニング竹山,和田正人",前川善郎,6.3,2015
敢爱,"剧情,爱情","任重,张萌,曾泳醍,贾景晖,张嘉译,王倩一,丁川,王琳,陈逸恒,刘禹希,赵峥,张衣,张小磊,杨晨,程雍",王迎,6.5,2015
前目的地 Predestination,"科幻,悬疑","伊桑·霍克,莎拉·斯努克,诺亚·泰勒,弗雷娅·斯塔福,伊莉斯·詹森,凯特·沃尔夫,迈德琳·怀斯特,亚历克西斯·费尔南德斯,克里斯托弗·卡比,罗伯·詹金斯,艾丽西娅·帕夫利斯,奥利维亚·斯普拉格,吉姆·克诺贝洛赫,露辛达·阿姆斯特朗·霍尔,本·普伦德加斯特","迈克尔·斯派瑞,彼得·斯派瑞",7.6,2014
源代码 Source Code,"剧情,动作,科幻,惊悚,犯罪","杰克·吉伦哈尔,维拉·法米加,米歇尔·莫纳汉,杰弗里·怀特,拉塞尔·皮特斯,詹姆斯·A·伍兹,迈克尔·阿登,乔·柯布登 ,卡斯·安瓦尔",邓肯·琼斯,8.3,2011
小颤抖 Trémulo,"爱情,短片,同性","Benny Emmanuel,Axel Arenas,Alfonso Bravo,Pascacio López,Giovanna Zacarías",Roberto Fiesco,7.5,2015
亲爱的埃莉诺 Dear Eleanor,"剧情,喜剧,家庭,历史,冒险","丽亚娜·莱伯拉托,伊莎贝拉·弗尔曼,乔什·卢卡斯,卢克·威尔逊,乔尔·考特尼,杰西卡·阿尔芭,帕特里克·施瓦辛格,克莱尔·范·德·波姆,默里·怀亚特·朗德斯,瑞德·卡森,利亚姆·阿普尔盖特,马德琳·格雷斯·阿普尔盖特,特德·塔斯基,艾农·斯凯,保罗·约翰逊",凯文·康诺利,6.7,2016
丑小鸭 รักนะเป็ดโง่,"剧情,爱情",,"Mook Worranit Thawornwong,普提查·克瑟辛,纳查·佳塔潘,Nicky Nachat Jantapan,Neen Suwannamas,Victor Zheng,Mek Jirakit Thawornwong,Mild Wiraporn,Sean Jindachot,Esther Supreeleela",7.4,2015
还珠格格2015,"喜剧,古装","赵春天,刘耀飞,王淑妍,任承浩,高义健,玉玲珑,姜晶,赵子皓,马睿菈,千百顺,包池,涂一乐",姜欣欣,2.9,2015
TOKYOディープ,纪录片,,"高岛礼子,平岳大,筱原友惠,照屋年之,松田悟志",,2015
美人鱼之海盗来袭,"喜剧,动画,奇幻,冒险","李思娴,郭亚维,宋磊,申克",邱浩强,2.7,2015
夜孔雀,"剧情,爱情","刘亦菲,刘烨,余少群,黎明",戴思杰,4.6,2015
白雪公主之神秘爸爸,"喜剧,动画,奇幻,冒险","阎萌萌,曹旭鹏,高明钰,马斑马,阿杰,瞿澳晖,王冠男,高枫,晓晏,林兰",赵奔,3.4,2015
萨满的日常 Shaman's Quest,"喜剧,动画,短片",,Arthur Merkulov,9.1,2015
看见你的声音 第二季 너의 목소리가 보여 S2,真人秀,,"刘世允,利特,金范秀",8.0,2015
杉原千亩 杉原千畝 スギハラ チウネ,"传记,历史,冒险","唐泽寿明,小雪,波利斯·席克,阿格涅兹卡·格罗乔斯卡,小日向文世,西泽瑞·鲁卡斯瑟维克茨,迈克尔·茹拉夫斯基,塚本高史,安杰伊·布卢门菲尔德,泷藤贤一,泽比纽·扎马洲斯基",赛林·葛拉克,6.7,2015
教父2 The Godfather: Part Ⅱ,"剧情,犯罪","阿尔·帕西诺,罗伯特·杜瓦尔,黛安·基顿,罗伯特·德尼罗,约翰·凯泽尔,塔莉娅·夏尔,李·斯特拉斯伯格,迈克尔·V·格佐,G·D·斯普拉德林,理查德·布赖特,加斯通·莫辛,汤姆·罗斯奎,布鲁诺·柯比,弗兰克•西维罗,弗朗西丝卡·德·萨维奥",弗朗西斯·福特·科波拉,9.1,1974
家后,"爱情,动画,短片,家庭,奇幻",,刘滨尧,,2015
惊天魔盗团 Now You See Me,"悬疑,犯罪,奇幻","杰西·艾森伯格,艾拉·菲舍尔,伍迪·哈里森,戴夫·弗兰科,马克·鲁弗洛,梅拉尼·罗兰,摩根·弗里曼,迈克尔·凯恩,迈克尔·凯利",路易斯·莱特里尔,7.5,2013
清真的味道,纪录片,,,4.8,2015
冬眠 Kış Uykusu,剧情,"哈鲁克·比尔根纳尔,梅丽莎·索岑,迪米·阿克贝,艾贝尔克·佩克詹,塞尔哈特·穆斯塔法·柯力奇,奈贾德.依斯勒,塔梅尔·莱文特,纳迪尔·萨里巴恰克,埃米尔汗·多鲁克图坦,埃克雷姆·伊尔汗,拉比耶·厄泽尔,法蒂玛·德尼兹·耶尔德兹,穆罕默德·阿里·努罗谷",努里·比格·锡兰,8.0,2014
母亲的梦想,"剧情,家庭","王丽媛,胡大中,赵铁人,邵峰,曲海峰,关丹莉,曲江涛",胡大中,7.0,2015
宅人食堂 第一季,纪录片,,曾凡团队,7.4,2015
海报男孩 Poster Boy!,"短片,同性","Nick Sahoyah,Viktor Belmont,Elicia Sanchez,Jeffrey Robert",Nick Sahoyah,3.7,2015
妙不可言 Shaandaar,爱情,,Vikas Bahl,6.4,2015
恋之涡 恋の渦,"剧情,爱情","新仓健太,若井尚子,柴田千纮,后藤由美,松泽匠,上田祐挥,泽村大辅,广濑登纪江,国武绫,松下贞治",大根仁,7.4,2013
假唱大比拼 第一季 Lip Sync Battle Season 1,"音乐,真人秀",,贝丝·麦卡锡-米勒,7.7,2015
三个奶爸,"剧情,家庭","李晨,张歆艺,陈赫,田雷,张萌,李倩,周宸佳,李光复,魏子昕,黄爱玲,钉铛,唐旭",刘恺,5.6,2015
满月酒 滿月酒,"剧情,喜剧,同性,家庭","归亚蕾,郑伯昱,马志,杰森·斯图尔特,Ellie Jameson,Aalok Mehta,Michael Adam Hamilton",郑伯昱,6.4,2015
樱花草 Primrose,"剧情,喜剧,短片","Clara Aranovich,尼克·瑟斯顿",Clara Aranovich,7.2,2015
THE ARTIST IS ABSENT,,,Alison Chernick,8.0,2015
入殓师 おくりびと,剧情,"本木雅弘,广末凉子,山崎努,吉行和子,笹野高史,余贵美子",泷田洋二郎,8.8,2008
我从新疆来,纪录片,佟丽娅,库尔班江·赛买提,8.3,2015
2015-2016湖南卫视跨年演唱会,"音乐,歌舞",,何炅,6.9,2015
心花路放,"喜剧,爱情","黄渤,徐峥,袁泉,周冬雨,陶慧,岳小军,沈腾,张俪,马苏,刘美含,王砚辉,焦俊艳,郭涛,李晨,熊乃瑾,夏雨,刘仪伟,雷佳音,雍梦婷,梁浩",宁浩,7.0,2014
来自马努斯岛的声音 Nowhere Line: Voices from Manus Island,"动画,纪录片,短片",,Lukas Schrank,6.9,2015
神探夏洛克 第四季 Sherlock Season 4,"剧情,悬疑,犯罪","本尼迪克特·康伯巴奇,马丁·弗瑞曼,安德鲁·斯科特,鲁珀特·格雷夫斯,尤娜·斯塔布斯,露·布瑞丽,马克·加蒂斯,阿曼达·阿宾顿,托比·琼斯,琳赛·邓肯,珊·布鲁克,玛西娅·沃伦","瑞秋·塔拉蕾,尼克·赫伦,本·卡隆",8.2,2017
十二宫 Zodiac,"剧情,悬疑,惊悚,历史,犯罪","杰克·吉伦哈尔,马克·鲁弗洛,安东尼·爱德华兹,小罗伯特·唐尼,布莱恩·考克斯,约翰·卡洛·林奇,里奇蒙德·阿奎特 ,鲍勃·斯蒂芬森,约翰·莱西,科洛·塞维尼,Ed Setrakian,约翰·盖兹,约翰·特里,坎迪·克拉克,伊莱亚斯·科泰斯",大卫·芬奇,7.2,2007
悲惨世界 Les Misérables,"剧情,爱情,音乐","休·杰克曼,罗素·克劳,安妮·海瑟薇,阿曼达·塞弗里德,埃迪·雷德梅恩,海伦娜·伯翰·卡特,萨莎·拜伦·科恩,萨曼莎·巴克斯,艾伦·特维特,康姆·威尔金森,伊莎贝尔·艾伦,丹尼尔·赫特斯通",汤姆·霍珀,8.5,2012
Funny Bunny,喜剧,,Alison Bagnall,6.8,2015
巴尼·汤姆森传奇 The Long Midnight of Barney Thomson,喜剧,"艾玛·汤普森,罗伯特·卡莱尔,雷·温斯顿,艾文·布莱纳,马丁·汤普森",罗伯特·卡莱尔,7.0,2015
恋 그리울 련,"爱情,奇幻",,韩哲洙,6.2,2015
昙花梦,"剧情,悬疑","乔振宇,安以轩,郭晓婷,巫刚,田宇鹏,王品一,朱亚英",曾晓欣,7.3,2015
隐藏的歌手 第一季,"音乐,真人秀",,翟佳,6.6,2015
境界之轮回 境界のRINNE,"喜剧,科幻,动画","石川界人,井上麻里奈,生天目仁美,雪野五月,山口胜平",菅原静贵,7.4,2015
狱友批斗大会 Jeff Ross Roasts Criminals: Live at Brazos County Jail,喜剧,,杰夫·鲁斯,8.5,2015
开封府,纪录片,,梁伟,,2015
上海青年,纪录片,,"高子鹏,吴梦 Meng Wu",8.8,2015
ヤマデロイド,"动画,短片",,"堀内隆,江本正弘",7.2,2015
猴子王国 Monkey Kingdom,纪录片,蒂娜·菲,"马克·林菲尔德,艾雷斯泰·法瑟吉尔",8.5,2015
公园与游憩 第七季 Parks and Recreation Season 7,喜剧,,"克雷格·丹尼尔斯,Michael Schur",9.3,2015
兔侠之青黎传说,"动作,动画,冒险","黄磊,杨子姗,何云伟,王劲松,王玥波,马元,赵慧珊,周启勋,王迪,李小晨,张译心,李周","马元,董大可",6.3,2015
座头鲸 Humpback Whales,纪录片,伊万·麦克格雷格,格雷戈·迈吉里弗雷,8.5,2015
文英 문영,"剧情,短片",,KIM Soyoen,7.4,2015
画皮 畫皮,"剧情,动作,惊悚","甄子丹,周迅,陈坤,赵薇,孙俪,戚玉武,晋松,梁家豪,柳岩","陈嘉上,钱永强",6.5,2008
白日末路 Daylight's End,"动作,科幻,恐怖","强尼·斯特朗,兰斯·亨利克森,路易·曼迪勒,哈基姆·凯-卡西姆,希瑟·卡夫卡,安迪·麦肯济,Gary Cairns",威廉·考夫曼,5.4,2015
沉默的河 El silencio del río,剧情,"Jhonny Forer,María Hernández",Carlos Tribiño Mamby,7.6,2015
疯狂原始人 The Croods,"喜剧,动画,冒险","尼古拉斯·凯奇,瑞恩·雷诺兹,艾玛·斯通,凯瑟琳·基纳,克拉克·杜克,克劳斯·利特曼,克里斯·桑德斯,兰迪·汤姆","柯克·德·米科,克里斯·桑德斯",8.7,2013
龙裔黑帮之老虎 เลือดมังกร  เสือ,"动作,爱情,犯罪",,Pongpat Wachirabunjong,8.2,2015
绝对双刃 アブソリュート・デュオ,"动作,动画","松冈祯丞,山本希望,诹访彩花,今村彩夏,山崎遥",中山敦史,4.7,2015
给我钱 第4季 Show Me The Money 4,"音乐,真人秀",,"연출 이상윤, 신천지, 최효진, 유일한",8.1,2015
啊啊啊啊啊啊啊啊！ Aaaaaaaah!,惊悚,"朱利安·林希德-图特,诺尔·费丁,托尼·威,爱丽丝·洛维,朱利安·巴拉特,史蒂夫·奥拉姆",史蒂夫·奥拉姆,5.2,2015
纠结 The Tormentors,"剧情,短片","Will Weatheritt,Xander Speight,Rowan Howard,Maxwell Caulfield",Darren L. Downs,,2015
真实故事 True Story,"剧情,悬疑,犯罪","乔纳·希尔,詹姆斯·弗兰科,菲丽希缇·琼斯,玛丽亚·迪齐亚,伊桑·苏普利,康纳·基科特,夏洛特·德里斯科尔,斯特拉·雷·佩恩,罗伯特·约翰·伯克,拜伦·詹宁斯,格瑞辰·摩尔,贝蒂 · 吉尔平,塞斯·帕里什,罗伯特·斯坦顿,迈克尔·康特里曼",鲁伯特·古尔德,6.1,2015
按摩店激情 Accouplements pour voyeurs,"剧情,喜剧","阿尔邦·卡雷,Serena,Morgane",Jean-Claude Roy,,1980
"拜托了, 妈妈 부탁해요, 엄마",剧情,"柳真,吴闵硕,崔泰俊,金甲洙,金英爱,李尚禹,金美淑,孫如恩,吉正宇,宋承桓,金英玉,赵宝儿",李健俊,6.9,2015
深网：比特币和丝绸之路未透露的故事 Deep Web: The Untold Story of BitCoin and Silk Road,纪录片,"Gavin Andresen,Andy Greenberg,Lyn Ulbricht,Nicolas Christin,Cindy Cohn,Joshua L. Dratel,Keanu Reeves,Runa Sandvik,Todd Shipley,朱利安·阿桑奇,Christopher Soghoian,Amir Taaki,Kirk Ulbricht,Ross Ulbricht,Nicholas Weaver,Cody Wilson",亚历克斯·温特,6.6,2015
人狼游戏：疯狂的狐狸 人狼ゲーム クレイジーフォックス,恐怖,"高月彩良,富手麻妙,柾木玲弥,斎藤嘉樹,萩原实里,富田佳辅,長村航希,村上穂乃佳,水石亜飛夢,奥村秀人,山根綺,藤井武美",绫部真弥,5.2,2015
Sex and Violence with Mach Speed,"喜剧,动画,短片",山寺宏一,今石洋之,7.8,2015
落第骑士英雄谭 落第騎士の英雄譚,"动作,动画,奇幻","逢坂良太,石上静香,东山奈央,浅沼晋太郎,小林优,金元寿子,东内麻里子,相坂优歌,井口裕香,橘田泉,市道真央,潘惠美,松冈祯丞,细谷佳正,有本钦隆",大沼心,6.5,2015
夏之日、君之声 夏ノ日、君ノ声,,"葉山奨之,荒川ちか,古畑星夏,木乃江祐希,影山樹生弥,五十嵐健人,柾木玲弥,大串有希,小菅雅乃,松本若菜,大口兼悟,永倉大輔,菊池麻衣子",神村友征,5.6,2015
作案手法 Modus,惊悚,梅琳达·金纳曼,Mani Maserrat Agah,,2015
平行宇宙 Parallels,"动作,科幻","Mark Hapka,杰西卡·罗德,Eric Jungmann,康斯坦斯·吴,约戈·康斯坦丁,戴维·杰,Michael Monks,Ian Casselberry,B.J. Grogan,nm5594276 Lorraine LeBlanc,Han Soto,马科·圣约翰,Luke Hawx,Kim Collins,Lindsey G. Smith",Christopher Leone,6.1,2015
情热大陆 西内玛利亚篇 情熱大陸 西内まりや編,纪录片,,西内玛利亚,8.2,2015
北·南 North v South,惊悚,"Freema Agyeman,Judith Alexander,Keith Allen",Steven Nesbit,,2015
终结者3 Terminator 3: Rise of the Machines,"动作,科幻,惊悚","阿诺·施瓦辛格,尼克·斯塔尔,克莱尔·丹妮丝,克里斯塔娜·洛肯",乔纳森·莫斯托,7.0,2003
痞子英雄2：黎明升起 痞子英雄2：黎明再起,"剧情,动作,犯罪","赵又廷,林更新,黄渤,张钧甯,蔡岳勋,修杰楷,关颖,邹承恩,刘碧丽,娜扎",蔡岳勋,5.4,2014
十大巨兽排行榜 Top 10 Biggest Beasts Ever,纪录片,"Jonathan Bloch,Gareth Dyke,Brian Farrell",Oliver Twinch,7.5,2015
唐璜 Don Jon,"剧情,喜剧,爱情","约瑟夫·高登-莱维特,斯嘉丽·约翰逊,朱丽安·摩尔,托尼·丹扎,格伦妮·海德利,布丽·拉尔森,罗伯·布朗,杰里米·卢克,伊塔莉·里奇,罗安妮·毕晓普,查宁·塔图姆,安妮·海瑟薇,亚历克茜·德克萨丝",约瑟夫·高登-莱维特,6.3,2013
纪实72小时：中国大连日本食材超市 ドキュメント72時間   中国・大連 日本食材スーパーで,"纪录片,短片",,铃木杏,6.9,2015
NOGIBINGO!5,,,櫛山慶,9.0,2015
陆小凤与花满楼,"剧情,古装","林峰,张晓龙,张檬,斓曦,宗峰岩,陈雅婷,蔡俊涛,谭俊彦,毛林林,郑则仕,刘雪华,吴海棠",潘文杰,4.5,2015
圆满 Fulfilament,"动画,短片",,Rhiannon Evans,,2015
抢劫 Heist,"动作,惊悚,犯罪","杰弗里·迪恩·摩根,罗伯特·德尼罗,凯特·波茨沃斯,戴夫·巴蒂斯塔,摩里斯·切斯塔特,吉娜·卡拉诺,马克-保罗·戈塞拉,D·B·斯威尼,萨默尔·阿尔提丝,阿莉莎·茱莉亚·史密斯,罗茜·费尔纳,兰斯·E·尼克尔斯",斯科特·曼,6.4,2015
我的诗篇-工人诗歌云端朗诵会,纪录片,,"秦晓宇,吴飞跃,许多",,2015
老炮儿(网络剧),剧情,"石凉,邵桐,赵小锐,张博宇",费振翔,7.0,2015
古根漢的藝術情緣 Peggy Guggenheim: Art Addict,,Peggy Guggenheim,Lisa Immordino Vreeland,7.9,2015
最后的棒棒,纪录片,,何苦,9.7,2015
传世 第二季 Extant Season 2,科幻,"哈莉·贝瑞,高兰·维斯耶克,皮尔斯·加格农,格蕾丝·古默,杰弗里·迪恩·摩根",Dan Lerner,6.8,2015
迷魂记 Vertigo,"爱情,悬疑,惊悚","詹姆斯·斯图尔特,金·诺瓦克,芭芭拉·贝尔·戈迪斯,汤姆·赫尔莫",阿尔弗雷德·希区柯克,8.5,1958
热搜 Hot Bot,"喜剧,科幻","丹尼·马斯特森,道格·海利,安东尼·安德森,唐纳德·法森,拉里·米勒,安吉拉·金赛,可比·毕丝·布兰顿,约翰·罗宾森,查斯蒂·巴勒斯特罗斯,David Shackelford,多米尼克·伯吉斯",麦克·鲍力施,,2015
曼谷大冒险 On a marché sur Bangkok,"剧情,喜剧","凯德·麦拉德,阿丽斯·塔格里奥妮,Chawanrut Janjittranon",奥利维尔巴鲁克斯,6.1,2014
猫科动物：奇妙的动物家族 Big Cats: An Amazing Animal Family,纪录片,,"Martin Williams,Alex Williamson",9.0,2015
植物男子阳台星人 我的冬季特别篇 植物男子ベランダー 俺のウインタースペシャル,,"田口トモロヲ,岡本あずさ,安藤玉恵,小林竜樹,古舘寛治,渡辺真起子,岩松了,松尾スズキ",家次勲,7.3,2015
失去的女孩 Pojkarna,"剧情,同性,奇幻","Josefin Neldén,Simon Settergren,Lars Väringer,Mandus Berg",亚历桑德拉-泰雷斯·肯宁,6.5,2015
三島,纪录片,,林欣怡,,2015
动画锻炼EX あにトレ！EX,动画,"伊藤美来,和氣あず未,小牧未侑,長縄まりあ,高尾奏音",浊川敦,6.3,2015
重返时间之旅 Back in Time,"科幻,纪录片",,Jason Aron,6.9,2015
楼奴 樓奴,剧情,"李施嬅,王浩信,商天娥,麦长青,岑丽香,郑诗君,陈庭欣,简慕华,张国强,何广沛",罗镇岳,6.4,2015
我独自生活 나 혼자 산다,真人秀,"卢洪哲,Defconn,金泰元,金光奎,徐仁国,李成宰,安七炫,梁耀燮,滑川康男,金永健,李太坤,金烔完,黄致列",李智善,8.2,2013
春江英雄之秀才遇到兵,"剧情,战争","李晨,李倩,沙溢,马苏,刘彦卿,童振军,孙仲秋,马子俊,高艺涵",徐纪周,7.2,2015
我们成为星星 우리 별이 되다,剧情,,"金赛纶,车恩宇,徐康俊",5.5,2015
真爱号码 Digits,"喜剧,短片",Antonio Campos,Alexander Engel,6.5,2015
侦探的侦探 探偵の探偵,悬疑,"北川景子,川口春奈,三浦贵大,藤冈靛,伊藤正之,六角慎司,高山侑子,涉谷謙人,坂田雅信,芳根京子,相岛一之,中村友理,佐户井贤太,中山裕介,高冈早纪,井浦新","石井祐介,品田俊介,森脇智延",6.9,2015
记忆迷局 The Adderall Diaries,"剧情,惊悚,犯罪","艾梅柏·希尔德,詹姆斯·弗兰科,艾德·哈里斯,克里斯蒂安·史莱特,维尔摩·瓦尔德拉玛,辛西娅·尼克松,吉姆·帕拉克,丹尼尔·弗莱厄蒂,蒂莫西·柴勒梅德,卡斯帕·安德瑞斯,杰茜卡·莱恰,罗谢尔·博斯特伦,小吉米·加里",帕梅拉·罗曼诺夫斯基,5.3,2015
伊利湖 Lake Eerie,"科幻,惊悚,恐怖","Lance Henriksen,Marilyn Ghigliotti,Betsy Baker",Chris Majors,4.6,2015
彗星路西法 コメット・ルシファー,"剧情,动画","小林裕介,大桥彩香,高桥李依,寺岛拓笃,诹访彩花,水濑祈",菊地康仁,5.1,2015
嫌疑人X的献身 容疑者Xの献身,"剧情,悬疑,犯罪","福山雅治,柴崎幸,堤真一,松雪泰子,北村一辉,金泽美穗",西谷弘,8.3,2008
幻世追踪 Vice,"动作,科幻,惊悚,冒险","布鲁斯·威利斯,安拜·柴尔德斯,托马斯·简,布莱恩·格林伯格,乔纳森·斯卡奇,科林·伊格斯菲德,唐·哈维,道格拉斯·M·格里芬,Damon Lipari,Charlotte Kirk",布莱恩·A·米勒,4.5,2015
穿越消失点 วานิชชิ่ง พอยท์,剧情,,Jakrawal Nilthamrong,5.6,2015
奇迹的钢琴 기적의 피아노,纪录片,,임성구 Lim Sung-ku,,2015
奔跑者 The Runner,剧情,"尼古拉斯·凯奇,康妮·尼尔森,莎拉·保罗森,彼得·方达,拜伦·巴特,维德尔·皮尔斯,西雷拉·佩顿,弗瑞德里克·林恩,克里斯托弗·贝瑞,丹娜·格瑞尔,劳拉·格赖斯,詹姆斯·摩西·布莱克",奥斯汀·史塔克 ,5.8,2015
熟悉的陌生人 Un illustre inconnu,"剧情,惊悚","马修·卡索维茨,玛丽-乔西·克罗兹,埃里克·卡拉瓦卡,希欧布罕·芬内朗,奥利维尔·雷堡汀,苏菲‧卡达尼,Geneviève Mnich,Bernard Murat,Dimitri Storoge",马修·德拉波特,8.1,2014
抗日传奇之五侠聚义,,,刘士裕,,2015
无所畏惧 Not Afraid: The Shady Records Story,纪录片,,Shady Records,8.8,2015
混蛋3 Bad Ass 3,"喜剧,动作","Danny Trejo,Danny Glover,John Amos,Loni Love",Craig Moss,4.7,2015
爱丽丝岛 Ellis,短片,罗伯特·德尼罗,JR,7.4,2015
全能囧爸,喜剧,"罗京民,孙波,于非,马燕,赵丽,米明杰,贾志,卢思佚",董春泽,7.5,2015
锅盖头3：绝地反击 Jarhead 3: The Siege,"动作,战争","斯科特·阿金斯,查理·韦伯,艾瑞克·瓦德兹,丹特·巴斯克,丹尼斯·海斯伯特,萨沙·杰克逊,斯蒂芬·霍根,Romeo Miller",威廉·考夫曼,5.8,2016
